Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-MTAB-114	Transcription profiling of human foreskin keratinocytes expressing E6 or E7 compared to normal keratinocytes reveals HPV16 E7 induces EMT	transcription profiling by array	Homo sapiens	6	2009-06-04	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-114/E-MTAB-114.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-114/E-MTAB-114.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-114/
E-MEXP-2141	Comparative genomic hybridization of human breast carcinomas	comparative genomic hybridization by array	Homo sapiens	9	2009-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2141/E-MEXP-2141.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2141/E-MEXP-2141.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2141/
E-MEXP-2010	Transcription profiling by array of human colon cancer cells after treatment with docosahexaenoic acid	transcription profiling by array	Homo sapiens	22	2009-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2010/E-MEXP-2010.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2010/E-MEXP-2010.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2010/
E-MEXP-1946	Transcription profiling of human embryonic stem cell lines HSF-1 and HSF-6 differentiated on human fetal gonadal stromal cells selected for cKIT and SSEA1 antibodies	transcription profiling by array	Homo sapiens	4	2009-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1946/E-MEXP-1946.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1946/E-MEXP-1946.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1946/
E-MEXP-1922	Transcription profiling of human well-differentiated leiomyosarcomas and undifferentiated sarcomas	transcription profiling by array	Homo sapiens	33	2009-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1922/E-MEXP-1922.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1922/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1922/
E-MEXP-1913	Transcription profiling of human neuroblastoma cell line SH-SY5Y transfected to produce phenotypes with low, medium or high levels of beta-amyloid peptides with 40 or 42 amino acids	transcription profiling by array	Homo sapiens	24	2009-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1913/E-MEXP-1913.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1913/E-MEXP-1913.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1913/
E-MEXP-1828	Transcription profiling of duodenum biopsies from patients with celiac disease taken at time of diagnosis or after two years of a gluten free diet	transcription profiling by array	Homo sapiens	18	2009-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1828/E-MEXP-1828.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1828/E-MEXP-1828.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1828/
E-MEXP-1823	Transcription profiling by array of human duodenum biopsies from celiac patients after treatment with gliadin	transcription profiling by array	Homo sapiens	18	2009-06-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1823/E-MEXP-1823.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1823/E-MEXP-1823.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1823/
E-MEXP-581	Transcription profiling of human PC3 prostate cells transfected with FGF-8b vs control vector		Homo sapiens	4	2009-06-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-581/E-MEXP-581.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-581/
E-MEXP-2131	Transcription profiling of human mesenchymal stem cell osteogenic differentiation	transcription profiling by array	Homo sapiens	2	2009-05-31	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2131/E-MEXP-2131.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2131/
E-MEXP-2188	Epigenetic profiling of human T cells during the G0 to G1 transition	other	Homo sapiens	36	2009-05-22	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2188/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2188/
E-MEXP-2183	Transcription profiling of human dendritic cells treated with lipopolysaccharides and R848	transcription profiling by array	Homo sapiens	6	2009-05-22	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2183/E-MEXP-2183.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2183/E-MEXP-2183.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2183/
E-MEXP-2184	Transcription profiling of breast cancer cells stably expressing survivin	transcription profiling by array	Homo sapiens	2	2009-05-19	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2184/E-MEXP-2184.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2184/E-MEXP-2184.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2184/
E-MEXP-1900	Transcription profiling by array of human skin fibroblasts from fetuses with hydrolethalus syndrome and healthly controls	transcription profiling by array	Homo sapiens	7	2009-05-19	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1900/E-MEXP-1900.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1900/
E-MEXP-2172	Transcription profiling by array of human DU-145 and PC-3MM2 cells after gamma irradiation	transcription profiling by array	Homo sapiens	4	2009-05-13	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2172/E-MEXP-2172.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2172/
E-TABM-119	Transcription profiling of MYCN non-amplified stage 4S neuroblastomas	transcription profiling by array	Homo sapiens	63	2009-05-05	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-119/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-119/
E-TABM-507	Methylation profiling of human first and thrid trimester placenta and whole blood	methylation profiling by array	Homo sapiens	10	2009-05-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-507/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-507/
E-TABM-379	Transcription profiling of human dermal fibroblasts and lung microvascular endothelial cells irradiated with protons	transcription profiling by array	Homo sapiens	24	2009-04-25	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-379/E-TABM-379.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-379/
E-TABM-374	Transcription profiling of human dermal fibroblasts and lung microvascular endothelial cells irradiated with iron ions	transcription profiling by array	Homo sapiens	24	2009-04-25	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-374/E-TABM-374.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-374/
E-NCMF-25	Transcription profiling of human breast cancer cell line comparing RNA of spheres with co-responding parental cell line	transcription profiling by array	Homo sapiens	36	2009-04-24	https://www.ebi.ac.uk/arrayexpress/files/E-NCMF-25/E-NCMF-25.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NCMF-25/E-NCMF-25.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-NCMF-25/
E-FPMI-11	Transcription profiling of human CD14+ monocytes after treatment with LL-37	transcription profiling by array	Homo sapiens	4	2009-04-20	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-FPMI-11/E-FPMI-11.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-FPMI-11/
E-TABM-3	Comparative genomic hybridization of 23 human nevi with a pool of primary cutaneous melanoma	comparative genomic hybridization by array	Homo sapiens	23	2009-04-16	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-3/E-TABM-3.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-3/E-TABM-3.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-3/
E-MTAB-17	Transcription profiling of nose epithelial cells from people who are birch pollen allergic or non-allergic after exposure to natural pollen in spring and winter	transcription profiling by array	Homo sapiens	12	2009-04-14	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-17/E-MTAB-17.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-17/
E-MEXP-2134	Chromatin immunopreciptiation of human mesenchymal stem cells during osteogenic differentiation to identify histone H3 lysine9 modifications	ChIP-chip by array	Homo sapiens	6	2009-04-14	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2134/E-MEXP-2134.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2134/
E-MEXP-1842	Transcription profiling of human squamous cell cancer of the head and neck (SCCHN) cell line FaDu transfected with deltaNp63 isoforms	transcription profiling by array	Homo sapiens	9	2009-04-14	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1842/E-MEXP-1842.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1842/E-MEXP-1842.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1842/
E-TABM-682	Transcription profiling of human decidua basalis to identify pre-eclampsia susceptibility genes	transcription profiling by array	Homo sapiens	104	2009-04-07	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-682/E-TABM-682.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-682/E-TABM-682.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-682/
E-TABM-584	Transcription profiling of human Familial Hypercholesterolemia samples	transcription profiling by array	Homo sapiens	2	2009-04-07	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-584/E-TABM-584.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-584/
E-TABM-626	Kinase activity profiling shows osteoblast-induced EGFR/ERBB2 signaling in human androgen-sensitive prostate carcinoma cells	transcription profiling by array	Homo sapiens	39	2009-04-02	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-626/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-626/
E-MEXP-1561	Transcription profiling by array of human K562 cells treated with dasatinib	transcription profiling by array	Homo sapiens	4	2009-04-02	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1561/E-MEXP-1561.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1561/E-MEXP-1561.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1561/
E-TABM-400	Transcription profiling of human neuro-invasive pancreatic tumors engineered in-vitro compared to less invasive parental cells	transcription profiling by array	Homo sapiens	12	2009-04-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-400/E-TABM-400.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-400/
E-NCMF-24	Transcription profiling of 165 human primary breast carcinomas and 15 recurred tumors to investigate expression profiles in relation to the risk of developing local recurrence after breast conserving therapy	transcription profiling by array	Homo sapiens	360	2009-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-NCMF-24/E-NCMF-24.processed.2.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NCMF-24/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-NCMF-24/
E-MTAB-40	Tiling path analysis to determine copy-number variation in 40 Utah/Morman and Yoruban population samples using NimbleGen technology		Homo sapiens	2460	2009-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-40/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-40/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-40/
E-MEXP-2006	MicroRNA profiling of human neuroblastoma cells shows MYCN-regulated MicroRNAs repress estrogen receptor-alpha expression	microRNA profiling by array	Homo sapiens	2	2009-04-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2006/E-MEXP-2006.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2006/E-MEXP-2006.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2006/
E-TABM-660	Chromatin immunoprecipitation of REST/NRSF	ChIP-chip by array	Homo sapiens	59	2009-03-31	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-660/E-TABM-660.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-660/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-660/
E-MEXP-1132	Transcription profiling of Hodgkin Lymphoma- and Anaplastic Large Cell Lymphoma-derived cell lines	transcription profiling by array	Homo sapiens	24	2009-03-31	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1132/E-MEXP-1132.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1132/E-MEXP-1132.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1132/
E-MEXP-1691	Transcription profiling of human HCT116 parental cells treated with 5-FU or SN38 and non-treated parental cells, 5-FU resistant and SN39 resistant cells	transcription profiling by array	Homo sapiens	15	2009-03-30	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1691/E-MEXP-1691.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1691/E-MEXP-1691.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1691/
E-MEXP-2104	Transcription profiling of human monocytes and monocyte-derived macrophages subjected to normoxic or hypoxic conditions	transcription profiling by array	Homo sapiens	13	2009-03-26	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2104/E-MEXP-2104.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2104/
E-MEXP-1914	Transcription profiling of pancreas from patients suffering cancer (malignant tumors) and controls (benign tumors)	transcription profiling by array	Homo sapiens	5	2009-03-25	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1914/E-MEXP-1914.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1914/
E-MEXP-1546	Transcription profiling of human differentiating cord blood derived megakaryocytes	transcription profiling by array	Homo sapiens	9	2009-03-25	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1546/E-MEXP-1546.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1546/E-MEXP-1546.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1546/
E-TABM-549	Transcription profiling of human nevoid basal cell carcinoma syndrome primary fibroblasts with non-sense or miss-sense mutations in the tumor supressor gene PTCH1	transcription profiling by array	Homo sapiens	4	2009-03-19	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-549/E-TABM-549.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-549/E-TABM-549.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-549/
E-TABM-629	Chromatin immunopreciptation of H3K27me3 in human colorectal cancer samples	ChIP-chip by array	Homo sapiens	10	2009-03-18	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-629/E-TABM-629.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-629/
E-MEXP-1741	Transcription profiling of human embryonic stems cells grown in chemically defined medium supplemented with Activen and FGF or FGF2 and SB431542 to identify genes controlled by Activin/Nodal signalling	transcription profiling by array	Homo sapiens	6	2009-03-14	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1741/E-MEXP-1741.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1741/E-MEXP-1741.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1741/
E-TABM-611	Transcription profiling of human lung large cell carncinoma cells grown under hypoxic conditions and treated with STAT3 siRNA	transcription profiling by array	Homo sapiens	4	2009-03-12	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-611/E-TABM-611.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-611/
E-MEXP-1917	Bladder cancer vs. adjacent normal tissue	, transcription profiling by array	Homo sapiens	2	2009-03-11	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1917/E-MEXP-1917.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1917/E-MEXP-1917.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1917/
E-MEXP-1512	Transcription profiling of human bronchial epithelial cells following exposure to whole cigarette smoke	transcription profiling by array	Homo sapiens	54	2009-03-11	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1512/E-MEXP-1512.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1512/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1512/
E-MEXP-1506	Transcription profiling of human mesenchymal stem cells from two different ages of individuals and grown at different oxygen levels		Homo sapiens	4	2009-03-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1506/E-MEXP-1506.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1506/E-MEXP-1506.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1506/
E-MTAB-93	Transcription profiling by array of HeLa cells with RNAi knockdown of T-cell intracellular antigen proteins	transcription profiling by array	Homo sapiens	12	2009-02-27	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-93/E-MTAB-93.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-93/E-MTAB-93.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-93/
E-MEXP-1958	Transcription profiling by array of human dendritic cells co-cultured with carcinoma cells or treated with lipopolysaccharide	transcription profiling by array	Homo sapiens	12	2009-02-27	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1958/E-MEXP-1958.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1958/E-MEXP-1958.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1958/
E-MEXP-1225	Transcription profiling of human ileal epithilium in patients suffering from Crohn's disease		Homo sapiens	9	2009-02-27	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1225/E-MEXP-1225.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1225/E-MEXP-1225.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1225/
E-MEXP-1526	Transcription profiling of human Ecr293 cells transfected with ponasterone A to identify ETS-domain transcription factor Elk-1 target genes		Homo sapiens	23	2009-02-26	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1526/E-MEXP-1526.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1526/E-MEXP-1526.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1526/
E-TABM-436	Comparative genomic hybridization of human perilobar nephrogenic rest and matching Wilms tumours to identify changes in DNA copy number associated with IGF-driven Wilms tumorigenesis	comparative genomic hybridization by array	Homo sapiens	75	2009-02-25	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-436/E-TABM-436.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-436/
E-MEXP-869	Comparative genomic hybridization of human malignant peripheral nerve sheath tumors and normal reference DNA	comparative genomic hybridization by array	Homo sapiens	7	2009-02-25	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-869/E-MEXP-869.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-869/E-MEXP-869.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-869/
E-MEXP-2069	Transcription profiling of blood from Gulf War Illness sufferers and control veterans before and after exercise	transcription profiling by array	Homo sapiens	60	2009-02-24	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2069/E-MEXP-2069.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2069/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2069/
E-MEXP-2061	Transcription profiling of human colorectal adenocarcinoma samples transfected with a miR-10a repressor to identify candidate target genes of miR-10a	transcription profiling by array	Homo sapiens	1	2009-02-20	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2061/E-MEXP-2061.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2061/E-MEXP-2061.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2061/
E-MEXP-2060	MicroRNA profiling of human colon cancer cell lines from the primary lesion and lymph node metastatis of the same patient	microRNA profiling by array	Homo sapiens	2	2009-02-20	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2060/E-MEXP-2060.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2060/
E-TABM-38	Transcription profling of human neuroblastoma samples to construct, validate and evalute a gene expression based classification of outcome of treatment	transcription profiling by array	Homo sapiens	502	2009-02-17	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-38/E-TABM-38.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-38/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-38/
E-MEXP-2056	Transcription profiling of human laryngeal carcinoma tissue and adjacent normal tissue to identify possible targets for MiR-21 which is overexpressed in laryngeal carcinoma tissue	transcription profiling by array	Homo sapiens	3	2009-02-17	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2056/E-MEXP-2056.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2056/E-MEXP-2056.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2056/
E-TABM-530	Chromatin immunoprecipitation of human HepG2 cells SREBP-1 and RNA polII in HepG2 on ENCODE arrays	ChIP-chip by array	Homo sapiens	9	2009-02-16	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-530/E-TABM-530.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-530/
E-MTAB-84	Transcription profiling of human cancers with inactivating somatic mutations of the histone H3K27 demethylase UTX	transcription profiling by array	Homo sapiens	18	2009-02-16	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-84/E-MTAB-84.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-84/E-MTAB-84.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-84/
E-MEXP-1985	RNAi knockdown of SCAI in human mammary carcinoma cells	RNAi profiling by array	Homo sapiens	6	2009-02-15	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1985/E-MEXP-1985.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1985/E-MEXP-1985.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1985/
E-TABM-635	Chromatin immunoprecipitation of human prostate cell lines indicates an H3K4me3/H3K27me3 epigenetic signature of prostate carcinogenesis	ChIP-chip by array	Homo sapiens	8	2009-02-12	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-635/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-635/
E-MTAB-3073	Molecular Analysis of Brain Neoplasia	transcription profiling by array	Homo sapiens	550	2009-02-10	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3073/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3073/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3073/
E-MEXP-1906	MicroRNA profiling of human cholangiocytes in response to interferon-gamma	microRNA profiling by array	Homo sapiens	6	2009-02-10	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1906/E-MEXP-1906.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1906/E-MEXP-1906.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1906/
E-TABM-633	Transcription profiling of differentiated human blood cells: The HaemAtlas	transcription profiling by array	Homo sapiens	50	2009-02-06	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-633/E-TABM-633.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-633/
E-NCMF-15	Transcription profiling and detection of in vivo protein-DNA interactions in a Burkitts lymphoma cell line using DamID methodology	transcription profiling by array	Homo sapiens	12	2009-02-06	https://www.ebi.ac.uk/arrayexpress/files/E-NCMF-15/E-NCMF-15.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-NCMF-15/E-NCMF-15.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-NCMF-15/
E-TABM-634	Transcription profiling of human prostate cell lines to supplement a histone methylation pattern ChIP study	transcription profiling by array	Homo sapiens	6	2009-02-05	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-634/E-TABM-634.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-634/
E-MEXP-221	Transcription profiling of human Wilms tumor samples to select genes responsible for tumor development, metastasis and progression	transcription profiling by array	Homo sapiens	154	2009-02-05	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-221/
E-TABM-632	Transcription profiling of human acute myeloid leukemia cells before and early after the start of conventional genotoxic chemotherapy	transcription profiling by array	Homo sapiens	24	2009-02-04	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-632/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-632/
E-TABM-424	Transcription profiling of human gastric cancer endothelial cells and normal tissue endothelial cells	transcription profiling by array	Homo sapiens	2	2009-02-04	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-424/E-TABM-424.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-424/E-TABM-424.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-424/
E-BASE-7	Transcription profiling of human promyelocytic NB4 cells treated with all-trans retinoic acid	transcription profiling by array	Homo sapiens	6	2009-02-04	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-BASE-7/E-BASE-7.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-BASE-7/
E-TABM-631	Transcription profiling time series of human estrogen-responsive human breast cancer cells treated with 17 beta-estradiol	transcription profiling by array	Homo sapiens	27	2009-02-03	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-631/E-TABM-631.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-631/
E-TABM-593	Comparative genomic hybridization of human breast cancer cell lines	comparative genomic hybridization by array	Homo sapiens	64	2009-02-03	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-593/E-TABM-593.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-593/E-TABM-593.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-593/
E-TABM-390	Transcription profiling of human dormant and angiogenic breast cancer, osteosarcoma, liposarcoma and brain tumor cell lines	transcription profiling by array	Homo sapiens	8	2009-02-03	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-TABM-390/E-TABM-390.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-390/
